"partner","geo","values","iso2","type"
"Iceland","Bulgaria",NA,"BG","outgoing"
"Iceland","Switzerland",0,"CH","outgoing"
"Iceland","Cyprus",NA,"CY","outgoing"
"Iceland","Czech Republic",NA,"CZ","outgoing"
"Iceland","Germany (until 1990 former territory of the FRG)",0,"DE","outgoing"
"Iceland","Denmark",0,"DK","outgoing"
"Iceland","Estonia",0,"EE","outgoing"
"Iceland","Greece",0,"EL","outgoing"
"Iceland","Spain",NA,"ES","outgoing"
"Iceland","Finland",NA,"FI","outgoing"
"Iceland","France",0,"FR","outgoing"
"Iceland","Croatia",0,"HR","outgoing"
"Iceland","Hungary",0,"HU","outgoing"
"Iceland","Ireland",0,"IE","outgoing"
"Iceland","Iceland",NA,"IS","outgoing"
"Iceland","Italy",NA,"IT","outgoing"
"Iceland","Liechtenstein",0,"LI","outgoing"
"Iceland","Lithuania",NA,"LT","outgoing"
"Iceland","Luxembourg",0,"LU","outgoing"
"Iceland","Latvia",0,"LV","outgoing"
"Iceland","Malta",0,"MT","outgoing"
"Iceland","Netherlands",NA,"NL","outgoing"
"Iceland","Norway",1,"NO","outgoing"
"Iceland","Poland",NA,"PL","outgoing"
"Iceland","Portugal",NA,"PT","outgoing"
"Iceland","Romania",0,"RO","outgoing"
"Iceland","Sweden",1,"SE","outgoing"
"Iceland","Slovenia",0,"SI","outgoing"
"Iceland","Slovakia",0,"SK","outgoing"
"Iceland","United Kingdom",0,"UK","outgoing"
"Italy","Austria",250,"AT","outgoing"
"Italy","Belgium",115,"BE","outgoing"
"Italy","Bulgaria",NA,"BG","outgoing"
"Italy","Switzerland",1367,"CH","outgoing"
"Italy","Cyprus",NA,"CY","outgoing"
"Italy","Czech Republic",NA,"CZ","outgoing"
"Italy","Germany (until 1990 former territory of the FRG)",598,"DE","outgoing"
"Italy","Denmark",136,"DK","outgoing"
"Italy","Estonia",0,"EE","outgoing"
"Italy","Greece",4,"EL","outgoing"
"Italy","Spain",NA,"ES","outgoing"
"Italy","Finland",NA,"FI","outgoing"
"Italy","France",83,"FR","outgoing"
"Italy","Croatia",1,"HR","outgoing"
"Italy","Hungary",0,"HU","outgoing"
"Italy","Ireland",0,"IE","outgoing"
"Italy","Iceland",NA,"IS","outgoing"
"Italy","Italy",NA,"IT","outgoing"
"Italy","Liechtenstein",1,"LI","outgoing"
"Italy","Lithuania",NA,"LT","outgoing"
"Italy","Luxembourg",36,"LU","outgoing"
"Italy","Latvia",0,"LV","outgoing"
"Italy","Malta",2,"MT","outgoing"
"Italy","Netherlands",NA,"NL","outgoing"
"Italy","Norway",412,"NO","outgoing"
"Italy","Poland",NA,"PL","outgoing"
"Italy","Portugal",NA,"PT","outgoing"
"Italy","Romania",0,"RO","outgoing"
"Italy","Sweden",306,"SE","outgoing"
"Italy","Slovenia",2,"SI","outgoing"
"Italy","Slovakia",1,"SK","outgoing"
"Italy","United Kingdom",74,"UK","outgoing"
"Liechtenstein","Austria",0,"AT","outgoing"
"Liechtenstein","Belgium",0,"BE","outgoing"
"Liechtenstein","Bulgaria",NA,"BG","outgoing"
"Liechtenstein","Switzerland",0,"CH","outgoing"
"Liechtenstein","Cyprus",NA,"CY","outgoing"
"Liechtenstein","Germany (until 1990 former territory of the FRG)",0,"DE","outgoing"
"Liechtenstein","Denmark",0,"DK","outgoing"
"Liechtenstein","Estonia",0,"EE","outgoing"
"Liechtenstein","Greece",0,"EL","outgoing"
"Liechtenstein","Spain",NA,"ES","outgoing"
"Liechtenstein","Finland",NA,"FI","outgoing"
"Liechtenstein","France",0,"FR","outgoing"
"Liechtenstein","Croatia",0,"HR","outgoing"
"Liechtenstein","Hungary",0,"HU","outgoing"
"Liechtenstein","Ireland",0,"IE","outgoing"
"Liechtenstein","Italy",NA,"IT","outgoing"
"Liechtenstein","Liechtenstein",0,"LI","outgoing"
"Liechtenstein","Lithuania",NA,"LT","outgoing"
"Liechtenstein","Luxembourg",0,"LU","outgoing"
"Liechtenstein","Latvia",0,"LV","outgoing"
"Liechtenstein","Malta",0,"MT","outgoing"
"Liechtenstein","Norway",0,"NO","outgoing"
"Liechtenstein","Romania",0,"RO","outgoing"
"Liechtenstein","Sweden",0,"SE","outgoing"
"Liechtenstein","Slovenia",0,"SI","outgoing"
"Liechtenstein","Slovakia",0,"SK","outgoing"
"Liechtenstein","United Kingdom",0,"UK","outgoing"
"Lithuania","Austria",15,"AT","outgoing"
"Lithuania","Belgium",3,"BE","outgoing"
"Lithuania","Bulgaria",NA,"BG","outgoing"
"Lithuania","Switzerland",6,"CH","outgoing"
"Lithuania","Cyprus",NA,"CY","outgoing"
"Lithuania","Czech Republic",NA,"CZ","outgoing"
"Lithuania","Germany (until 1990 former territory of the FRG)",16,"DE","outgoing"
"Lithuania","Denmark",1,"DK","outgoing"
"Lithuania","Estonia",1,"EE","outgoing"
"Lithuania","Greece",0,"EL","outgoing"
"Lithuania","Spain",NA,"ES","outgoing"
"Lithuania","Finland",NA,"FI","outgoing"
"Lithuania","France",1,"FR","outgoing"
"Lithuania","Croatia",0,"HR","outgoing"
"Lithuania","Hungary",0,"HU","outgoing"
"Lithuania","Ireland",0,"IE","outgoing"
"Lithuania","Iceland",NA,"IS","outgoing"
"Lithuania","Italy",NA,"IT","outgoing"
"Lithuania","Liechtenstein",0,"LI","outgoing"
"Lithuania","Lithuania",NA,"LT","outgoing"
"Lithuania","Luxembourg",1,"LU","outgoing"
"Lithuania","Latvia",3,"LV","outgoing"
"Lithuania","Malta",0,"MT","outgoing"
"Lithuania","Netherlands",NA,"NL","outgoing"
"Lithuania","Norway",8,"NO","outgoing"
"Lithuania","Poland",NA,"PL","outgoing"
"Lithuania","Portugal",NA,"PT","outgoing"
"Lithuania","Romania",0,"RO","outgoing"
"Lithuania","Sweden",26,"SE","outgoing"
"Lithuania","Slovenia",0,"SI","outgoing"
"Lithuania","Slovakia",0,"SK","outgoing"
"Lithuania","United Kingdom",1,"UK","outgoing"
"Luxembourg","Austria",2,"AT","outgoing"
"Luxembourg","Belgium",4,"BE","outgoing"
"Luxembourg","Bulgaria",NA,"BG","outgoing"
"Luxembourg","Switzerland",13,"CH","outgoing"
"Luxembourg","Cyprus",NA,"CY","outgoing"
"Luxembourg","Czech Republic",NA,"CZ","outgoing"
"Luxembourg","Germany (until 1990 former territory of the FRG)",16,"DE","outgoing"
"Luxembourg","Denmark",1,"DK","outgoing"
"Luxembourg","Estonia",0,"EE","outgoing"
"Luxembourg","Greece",0,"EL","outgoing"
"Luxembourg","Spain",NA,"ES","outgoing"
"Luxembourg","Finland",NA,"FI","outgoing"
"Luxembourg","France",3,"FR","outgoing"
"Luxembourg","Croatia",0,"HR","outgoing"
"Luxembourg","Hungary",0,"HU","outgoing"
"Luxembourg","Ireland",0,"IE","outgoing"
"Luxembourg","Iceland",NA,"IS","outgoing"
"Luxembourg","Italy",NA,"IT","outgoing"
"Luxembourg","Liechtenstein",0,"LI","outgoing"
"Luxembourg","Lithuania",NA,"LT","outgoing"
"Luxembourg","Luxembourg",0,"LU","outgoing"
"Luxembourg","Latvia",0,"LV","outgoing"
"Luxembourg","Malta",0,"MT","outgoing"
"Luxembourg","Netherlands",NA,"NL","outgoing"
"Luxembourg","Norway",2,"NO","outgoing"
"Luxembourg","Poland",NA,"PL","outgoing"
"Luxembourg","Portugal",NA,"PT","outgoing"
"Luxembourg","Romania",0,"RO","outgoing"
"Luxembourg","Sweden",1,"SE","outgoing"
"Luxembourg","Slovenia",0,"SI","outgoing"
"Luxembourg","Slovakia",0,"SK","outgoing"
"Luxembourg","United Kingdom",0,"UK","outgoing"
"Latvia","Austria",1,"AT","outgoing"
"Latvia","Belgium",2,"BE","outgoing"
"Latvia","Bulgaria",NA,"BG","outgoing"
"Latvia","Switzerland",6,"CH","outgoing"
"Latvia","Cyprus",NA,"CY","outgoing"
"Latvia","Czech Republic",NA,"CZ","outgoing"
"Latvia","Germany (until 1990 former territory of the FRG)",7,"DE","outgoing"
"Latvia","Denmark",2,"DK","outgoing"
"Latvia","Estonia",3,"EE","outgoing"
"Latvia","Greece",0,"EL","outgoing"
"Latvia","Spain",NA,"ES","outgoing"
"Latvia","Finland",NA,"FI","outgoing"
"Latvia","France",3,"FR","outgoing"
"Latvia","Croatia",0,"HR","outgoing"
"Latvia","Hungary",0,"HU","outgoing"
"Latvia","Ireland",0,"IE","outgoing"
"Latvia","Iceland",NA,"IS","outgoing"
"Latvia","Italy",NA,"IT","outgoing"
"Latvia","Liechtenstein",0,"LI","outgoing"
"Latvia","Lithuania",NA,"LT","outgoing"
"Latvia","Luxembourg",3,"LU","outgoing"
"Latvia","Latvia",0,"LV","outgoing"
"Latvia","Malta",0,"MT","outgoing"
"Latvia","Netherlands",NA,"NL","outgoing"
"Latvia","Norway",11,"NO","outgoing"
"Latvia","Poland",NA,"PL","outgoing"
"Latvia","Portugal",NA,"PT","outgoing"
"Latvia","Romania",0,"RO","outgoing"
"Latvia","Sweden",8,"SE","outgoing"
"Latvia","Slovenia",0,"SI","outgoing"
"Latvia","Slovakia",0,"SK","outgoing"
"Latvia","United Kingdom",0,"UK","outgoing"
"Malta","Austria",5,"AT","outgoing"
"Malta","Belgium",6,"BE","outgoing"
"Malta","Bulgaria",NA,"BG","outgoing"
"Malta","Switzerland",27,"CH","outgoing"
"Malta","Cyprus",NA,"CY","outgoing"
"Malta","Czech Republic",NA,"CZ","outgoing"
"Malta","Germany (until 1990 former territory of the FRG)",23,"DE","outgoing"
"Malta","Denmark",8,"DK","outgoing"
"Malta","Estonia",0,"EE","outgoing"
"Malta","Greece",0,"EL","outgoing"
"Malta","Spain",NA,"ES","outgoing"
"Malta","Finland",NA,"FI","outgoing"
"Malta","France",2,"FR","outgoing"
"Malta","Croatia",0,"HR","outgoing"
"Malta","Hungary",0,"HU","outgoing"
"Malta","Ireland",0,"IE","outgoing"
"Malta","Iceland",NA,"IS","outgoing"
"Malta","Italy",NA,"IT","outgoing"
"Malta","Liechtenstein",0,"LI","outgoing"
"Malta","Lithuania",NA,"LT","outgoing"
"Malta","Luxembourg",0,"LU","outgoing"
"Malta","Latvia",0,"LV","outgoing"
"Malta","Malta",0,"MT","outgoing"
"Malta","Netherlands",NA,"NL","outgoing"
"Malta","Norway",20,"NO","outgoing"
"Malta","Poland",NA,"PL","outgoing"
"Malta","Portugal",NA,"PT","outgoing"
"Malta","Romania",0,"RO","outgoing"
"Malta","Sweden",89,"SE","outgoing"
"Malta","Slovenia",5,"SI","outgoing"
"Malta","Slovakia",0,"SK","outgoing"
"Malta","United Kingdom",2,"UK","outgoing"
"Netherlands","Austria",22,"AT","outgoing"
"Netherlands","Belgium",55,"BE","outgoing"
"Netherlands","Bulgaria",NA,"BG","outgoing"
"Netherlands","Switzerland",34,"CH","outgoing"
"Netherlands","Cyprus",NA,"CY","outgoing"
"Netherlands","Czech Republic",NA,"CZ","outgoing"
"Netherlands","Germany (until 1990 former territory of the FRG)",95,"DE","outgoing"
"Netherlands","Denmark",9,"DK","outgoing"
"Netherlands","Estonia",0,"EE","outgoing"
"Netherlands","Greece",13,"EL","outgoing"
"Netherlands","Spain",NA,"ES","outgoing"
"Netherlands","Finland",NA,"FI","outgoing"
"Netherlands","France",10,"FR","outgoing"
"Netherlands","Croatia",0,"HR","outgoing"
"Netherlands","Hungary",0,"HU","outgoing"
"Netherlands","Ireland",0,"IE","outgoing"
"Netherlands","Iceland",NA,"IS","outgoing"
"Netherlands","Italy",NA,"IT","outgoing"
"Netherlands","Liechtenstein",0,"LI","outgoing"
"Netherlands","Lithuania",NA,"LT","outgoing"
"Netherlands","Luxembourg",4,"LU","outgoing"
"Netherlands","Latvia",0,"LV","outgoing"
"Netherlands","Malta",0,"MT","outgoing"
"Netherlands","Netherlands",NA,"NL","outgoing"
"Netherlands","Norway",26,"NO","outgoing"
"Netherlands","Poland",NA,"PL","outgoing"
"Netherlands","Portugal",NA,"PT","outgoing"
"Netherlands","Romania",0,"RO","outgoing"
"Netherlands","Sweden",46,"SE","outgoing"
"Netherlands","Slovenia",0,"SI","outgoing"
"Netherlands","Slovakia",1,"SK","outgoing"
"Netherlands","United Kingdom",10,"UK","outgoing"
"Norway","Austria",5,"AT","outgoing"
"Norway","Belgium",22,"BE","outgoing"
"Norway","Bulgaria",NA,"BG","outgoing"
"Norway","Switzerland",21,"CH","outgoing"
"Norway","Cyprus",NA,"CY","outgoing"
"Norway","Czech Republic",NA,"CZ","outgoing"
"Norway","Germany (until 1990 former territory of the FRG)",72,"DE","outgoing"
"Norway","Denmark",40,"DK","outgoing"
"Norway","Estonia",0,"EE","outgoing"
"Norway","Greece",17,"EL","outgoing"
"Norway","Spain",NA,"ES","outgoing"
"Norway","Finland",NA,"FI","outgoing"
"Norway","France",6,"FR","outgoing"
"Norway","Croatia",0,"HR","outgoing"
"Norway","Hungary",2,"HU","outgoing"
"Norway","Ireland",0,"IE","outgoing"
"Norway","Iceland",NA,"IS","outgoing"
"Norway","Italy",NA,"IT","outgoing"
"Norway","Liechtenstein",0,"LI","outgoing"
"Norway","Lithuania",NA,"LT","outgoing"
"Norway","Luxembourg",0,"LU","outgoing"
"Norway","Latvia",0,"LV","outgoing"
"Norway","Malta",0,"MT","outgoing"
"Norway","Netherlands",NA,"NL","outgoing"
"Norway","Norway",0,"NO","outgoing"
"Norway","Poland",NA,"PL","outgoing"
"Norway","Portugal",NA,"PT","outgoing"
"Norway","Romania",0,"RO","outgoing"
"Norway","Sweden",222,"SE","outgoing"
"Norway","Slovenia",0,"SI","outgoing"
"Norway","Slovakia",0,"SK","outgoing"
"Norway","United Kingdom",8,"UK","outgoing"
"Poland","Austria",187,"AT","outgoing"
"Poland","Belgium",39,"BE","outgoing"
"Poland","Bulgaria",NA,"BG","outgoing"
"Poland","Switzerland",39,"CH","outgoing"
"Poland","Cyprus",NA,"CY","outgoing"
"Poland","Czech Republic",NA,"CZ","outgoing"
"Poland","Germany (until 1990 former territory of the FRG)",332,"DE","outgoing"
"Poland","Denmark",127,"DK","outgoing"
"Poland","Estonia",0,"EE","outgoing"
"Poland","Greece",0,"EL","outgoing"
"Poland","Spain",NA,"ES","outgoing"
"Poland","Finland",NA,"FI","outgoing"
"Poland","France",22,"FR","outgoing"
"Poland","Croatia",0,"HR","outgoing"
"Poland","Hungary",0,"HU","outgoing"
"Poland","Ireland",0,"IE","outgoing"
"Poland","Iceland",NA,"IS","outgoing"
"Poland","Italy",NA,"IT","outgoing"
"Poland","Liechtenstein",0,"LI","outgoing"
"Poland","Lithuania",NA,"LT","outgoing"
"Poland","Luxembourg",1,"LU","outgoing"
"Poland","Latvia",0,"LV","outgoing"
"Poland","Malta",0,"MT","outgoing"
"Poland","Netherlands",NA,"NL","outgoing"
"Poland","Norway",57,"NO","outgoing"
"Poland","Poland",NA,"PL","outgoing"
"Poland","Portugal",NA,"PT","outgoing"
"Poland","Romania",0,"RO","outgoing"
"Poland","Sweden",151,"SE","outgoing"
"Poland","Slovenia",0,"SI","outgoing"
"Poland","Slovakia",0,"SK","outgoing"
"Poland","United Kingdom",2,"UK","outgoing"
"Portugal","Austria",1,"AT","outgoing"
"Portugal","Belgium",4,"BE","outgoing"
"Portugal","Bulgaria",NA,"BG","outgoing"
"Portugal","Switzerland",43,"CH","outgoing"
"Portugal","Cyprus",NA,"CY","outgoing"
"Portugal","Czech Republic",NA,"CZ","outgoing"
"Portugal","Germany (until 1990 former territory of the FRG)",15,"DE","outgoing"
"Portugal","Denmark",1,"DK","outgoing"
"Portugal","Estonia",0,"EE","outgoing"
"Portugal","Greece",0,"EL","outgoing"
"Portugal","Spain",NA,"ES","outgoing"
"Portugal","Finland",NA,"FI","outgoing"
"Portugal","France",10,"FR","outgoing"
"Portugal","Croatia",0,"HR","outgoing"
"Portugal","Hungary",0,"HU","outgoing"
"Portugal","Ireland",0,"IE","outgoing"
"Portugal","Iceland",NA,"IS","outgoing"
"Portugal","Italy",NA,"IT","outgoing"
"Portugal","Liechtenstein",0,"LI","outgoing"
"Portugal","Lithuania",NA,"LT","outgoing"
"Portugal","Luxembourg",0,"LU","outgoing"
"Portugal","Latvia",0,"LV","outgoing"
"Portugal","Malta",0,"MT","outgoing"
"Portugal","Netherlands",NA,"NL","outgoing"
"Portugal","Norway",10,"NO","outgoing"
"Portugal","Poland",NA,"PL","outgoing"
"Portugal","Portugal",NA,"PT","outgoing"
"Portugal","Romania",0,"RO","outgoing"
"Portugal","Sweden",15,"SE","outgoing"
"Portugal","Slovenia",0,"SI","outgoing"
"Portugal","Slovakia",0,"SK","outgoing"
"Portugal","United Kingdom",0,"UK","outgoing"
"Romania","Austria",7,"AT","outgoing"
"Romania","Belgium",3,"BE","outgoing"
"Romania","Bulgaria",NA,"BG","outgoing"
"Romania","Switzerland",4,"CH","outgoing"
"Romania","Cyprus",NA,"CY","outgoing"
"Romania","Czech Republic",NA,"CZ","outgoing"
"Romania","Germany (until 1990 former territory of the FRG)",3,"DE","outgoing"
"Romania","Denmark",1,"DK","outgoing"
"Romania","Estonia",0,"EE","outgoing"
"Romania","Greece",0,"EL","outgoing"
"Romania","Spain",NA,"ES","outgoing"
"Romania","Finland",NA,"FI","outgoing"
"Romania","France",0,"FR","outgoing"
"Romania","Croatia",0,"HR","outgoing"
"Romania","Hungary",12,"HU","outgoing"
"Romania","Ireland",0,"IE","outgoing"
"Romania","Iceland",NA,"IS","outgoing"
"Romania","Italy",NA,"IT","outgoing"
"Romania","Liechtenstein",0,"LI","outgoing"
"Romania","Lithuania",NA,"LT","outgoing"
"Romania","Luxembourg",1,"LU","outgoing"
"Romania","Latvia",0,"LV","outgoing"
"Romania","Malta",0,"MT","outgoing"
"Romania","Netherlands",NA,"NL","outgoing"
"Romania","Norway",4,"NO","outgoing"
"Romania","Poland",NA,"PL","outgoing"
"Romania","Portugal",NA,"PT","outgoing"
"Romania","Romania",0,"RO","outgoing"
"Romania","Sweden",5,"SE","outgoing"
"Romania","Slovenia",0,"SI","outgoing"
"Romania","Slovakia",0,"SK","outgoing"
"Romania","United Kingdom",0,"UK","outgoing"
"Sweden","Austria",14,"AT","outgoing"
"Sweden","Belgium",20,"BE","outgoing"
"Sweden","Bulgaria",NA,"BG","outgoing"
"Sweden","Switzerland",38,"CH","outgoing"
"Sweden","Cyprus",NA,"CY","outgoing"
"Sweden","Czech Republic",NA,"CZ","outgoing"
"Sweden","Germany (until 1990 former territory of the FRG)",155,"DE","outgoing"
"Sweden","Denmark",95,"DK","outgoing"
"Sweden","Estonia",2,"EE","outgoing"
"Sweden","Greece",126,"EL","outgoing"
"Sweden","Spain",NA,"ES","outgoing"
"Sweden","Finland",NA,"FI","outgoing"
"Sweden","France",13,"FR","outgoing"
"Sweden","Croatia",0,"HR","outgoing"
"Sweden","Hungary",3,"HU","outgoing"
"Sweden","Ireland",0,"IE","outgoing"
"Sweden","Iceland",NA,"IS","outgoing"
"Sweden","Italy",NA,"IT","outgoing"
"Sweden","Liechtenstein",0,"LI","outgoing"
"Sweden","Lithuania",NA,"LT","outgoing"
"Sweden","Luxembourg",4,"LU","outgoing"
"Sweden","Latvia",0,"LV","outgoing"
"Sweden","Malta",0,"MT","outgoing"
"Sweden","Netherlands",NA,"NL","outgoing"
"Sweden","Norway",148,"NO","outgoing"
"Sweden","Poland",NA,"PL","outgoing"
"Sweden","Portugal",NA,"PT","outgoing"
"Sweden","Romania",3,"RO","outgoing"
"Sweden","Sweden",0,"SE","outgoing"
"Sweden","Slovenia",0,"SI","outgoing"
"Sweden","Slovakia",0,"SK","outgoing"
"Sweden","United Kingdom",10,"UK","outgoing"
"Slovenia","Austria",7,"AT","outgoing"
"Slovenia","Belgium",2,"BE","outgoing"
"Slovenia","Bulgaria",NA,"BG","outgoing"
"Slovenia","Switzerland",4,"CH","outgoing"
"Slovenia","Cyprus",NA,"CY","outgoing"
"Slovenia","Czech Republic",NA,"CZ","outgoing"
"Slovenia","Germany (until 1990 former territory of the FRG)",7,"DE","outgoing"
"Slovenia","Denmark",0,"DK","outgoing"
"Slovenia","Estonia",0,"EE","outgoing"
"Slovenia","Greece",0,"EL","outgoing"
"Slovenia","Spain",NA,"ES","outgoing"
"Slovenia","Finland",NA,"FI","outgoing"
"Slovenia","France",2,"FR","outgoing"
"Slovenia","Croatia",0,"HR","outgoing"
"Slovenia","Hungary",0,"HU","outgoing"
"Slovenia","Ireland",0,"IE","outgoing"
"Slovenia","Iceland",NA,"IS","outgoing"
"Slovenia","Italy",NA,"IT","outgoing"
"Slovenia","Liechtenstein",0,"LI","outgoing"
"Slovenia","Lithuania",NA,"LT","outgoing"
"Slovenia","Luxembourg",1,"LU","outgoing"
"Slovenia","Latvia",0,"LV","outgoing"
"Slovenia","Malta",0,"MT","outgoing"
"Slovenia","Netherlands",NA,"NL","outgoing"
"Slovenia","Norway",3,"NO","outgoing"
"Slovenia","Poland",NA,"PL","outgoing"
"Slovenia","Portugal",NA,"PT","outgoing"
"Slovenia","Romania",0,"RO","outgoing"
"Slovenia","Sweden",3,"SE","outgoing"
"Slovenia","Slovenia",0,"SI","outgoing"
"Slovenia","Slovakia",0,"SK","outgoing"
"Slovenia","United Kingdom",1,"UK","outgoing"
"Slovakia","Austria",22,"AT","outgoing"
"Slovakia","Belgium",2,"BE","outgoing"
"Slovakia","Bulgaria",NA,"BG","outgoing"
"Slovakia","Switzerland",3,"CH","outgoing"
"Slovakia","Cyprus",NA,"CY","outgoing"
"Slovakia","Czech Republic",NA,"CZ","outgoing"
"Slovakia","Germany (until 1990 former territory of the FRG)",9,"DE","outgoing"
"Slovakia","Denmark",1,"DK","outgoing"
"Slovakia","Estonia",0,"EE","outgoing"
"Slovakia","Greece",0,"EL","outgoing"
"Slovakia","Spain",NA,"ES","outgoing"
"Slovakia","Finland",NA,"FI","outgoing"
"Slovakia","France",2,"FR","outgoing"
"Slovakia","Croatia",0,"HR","outgoing"
"Slovakia","Hungary",0,"HU","outgoing"
"Slovakia","Ireland",0,"IE","outgoing"
"Slovakia","Iceland",NA,"IS","outgoing"
"Slovakia","Italy",NA,"IT","outgoing"
"Slovakia","Liechtenstein",0,"LI","outgoing"
"Slovakia","Lithuania",NA,"LT","outgoing"
"Slovakia","Luxembourg",0,"LU","outgoing"
"Slovakia","Latvia",0,"LV","outgoing"
"Slovakia","Malta",0,"MT","outgoing"
"Slovakia","Netherlands",NA,"NL","outgoing"
"Slovakia","Norway",9,"NO","outgoing"
"Slovakia","Poland",NA,"PL","outgoing"
"Slovakia","Portugal",NA,"PT","outgoing"
"Slovakia","Romania",0,"RO","outgoing"
"Slovakia","Sweden",10,"SE","outgoing"
"Slovakia","Slovenia",0,"SI","outgoing"
"Slovakia","Slovakia",0,"SK","outgoing"
"Slovakia","United Kingdom",2,"UK","outgoing"
"Total","Austria",1076,"AT","outgoing"
"Total","Belgium",741,"BE","outgoing"
"Total","Bulgaria",NA,"BG","outgoing"
"Total","Switzerland",2638,"CH","outgoing"
"Total","Cyprus",NA,"CY","outgoing"
"Total","Czech Republic",NA,"CZ","outgoing"
"Total","Germany (until 1990 former territory of the FRG)",2887,"DE","outgoing"
"Total","Denmark",748,"DK","outgoing"
"Total","Estonia",7,"EE","outgoing"
"Total","Greece",713,"EL","outgoing"
"Total","Spain",NA,"ES","outgoing"
"Total","Finland",NA,"FI","outgoing"
"Total","France",470,"FR","outgoing"
"Total","Croatia",2,"HR","outgoing"
"Total","Hungary",89,"HU","outgoing"
"Total","Ireland",17,"IE","outgoing"
"Total","Iceland",NA,"IS","outgoing"
"Total","Italy",NA,"IT","outgoing"
"Total","Liechtenstein",1,"LI","outgoing"
"Total","Lithuania",NA,"LT","outgoing"
"Total","Luxembourg",161,"LU","outgoing"
"Total","Latvia",4,"LV","outgoing"
"Total","Malta",3,"MT","outgoing"
"Total","Netherlands",NA,"NL","outgoing"
"Total","Norway",1401,"NO","outgoing"
"Total","Poland",NA,"PL","outgoing"
"Total","Portugal",NA,"PT","outgoing"
"Total","Romania",14,"RO","outgoing"
"Total","Sweden",2059,"SE","outgoing"
"Total","Slovenia",12,"SI","outgoing"
"Total","Slovakia",45,"SK","outgoing"
"Total","United Kingdom",252,"UK","outgoing"
"United Kingdom","Austria",6,"AT","outgoing"
"United Kingdom","Belgium",26,"BE","outgoing"
"United Kingdom","Bulgaria",NA,"BG","outgoing"
"United Kingdom","Switzerland",14,"CH","outgoing"
"United Kingdom","Cyprus",NA,"CY","outgoing"
"United Kingdom","Czech Republic",NA,"CZ","outgoing"
"United Kingdom","Germany (until 1990 former territory of the FRG)",16,"DE","outgoing"
"United Kingdom","Denmark",6,"DK","outgoing"
"United Kingdom","Estonia",0,"EE","outgoing"
"United Kingdom","Greece",2,"EL","outgoing"
"United Kingdom","Spain",NA,"ES","outgoing"
"United Kingdom","Finland",NA,"FI","outgoing"
"United Kingdom","France",17,"FR","outgoing"
"United Kingdom","Croatia",0,"HR","outgoing"
"United Kingdom","Hungary",0,"HU","outgoing"
"United Kingdom","Ireland",15,"IE","outgoing"
"United Kingdom","Iceland",NA,"IS","outgoing"
"United Kingdom","Italy",NA,"IT","outgoing"
"United Kingdom","Liechtenstein",0,"LI","outgoing"
"United Kingdom","Lithuania",NA,"LT","outgoing"
"United Kingdom","Luxembourg",2,"LU","outgoing"
"United Kingdom","Latvia",0,"LV","outgoing"
"United Kingdom","Malta",1,"MT","outgoing"
"United Kingdom","Netherlands",NA,"NL","outgoing"
"United Kingdom","Norway",10,"NO","outgoing"
"United Kingdom","Poland",NA,"PL","outgoing"
"United Kingdom","Portugal",NA,"PT","outgoing"
"United Kingdom","Romania",2,"RO","outgoing"
"United Kingdom","Sweden",15,"SE","outgoing"
"United Kingdom","Slovenia",0,"SI","outgoing"
"United Kingdom","Slovakia",0,"SK","outgoing"
"United Kingdom","United Kingdom",0,"UK","outgoing"
